GEOID,NAME,variable,estimate,moe,label
20,Kansas,B01001_038,91185,1379,Estimate!!Total!!Female!!40 to 44 years
21,Kentucky,B01001_038,151741,1807,Estimate!!Total!!Female!!40 to 44 years
22,Louisiana,B01001_038,154908,1928,Estimate!!Total!!Female!!40 to 44 years
23,Maine,B01001_038,49767,1115,Estimate!!Total!!Female!!40 to 44 years
24,Maryland,B01001_038,226553,2573,Estimate!!Total!!Female!!40 to 44 years
25,Massachusetts,B01001_038,252210,2444,Estimate!!Total!!Female!!40 to 44 years
26,Michigan,B01001_038,353939,2634,Estimate!!Total!!Female!!40 to 44 years
27,Minnesota,B01001_038,185284,1898,Estimate!!Total!!Female!!40 to 44 years
28,Mississippi,B01001_038,102749,1878,Estimate!!Total!!Female!!40 to 44 years
29,Missouri,B01001_038,203754,2214,Estimate!!Total!!Female!!40 to 44 years
30,Montana,B01001_038,31432,911,Estimate!!Total!!Female!!40 to 44 years
31,Nebraska,B01001_038,57900,1032,Estimate!!Total!!Female!!40 to 44 years
32,Nevada,B01001_038,91285,1614,Estimate!!Total!!Female!!40 to 44 years
33,New Hampshire,B01001_038,52054,977,Estimate!!Total!!Female!!40 to 44 years
34,New Jersey,B01001_038,344049,2828,Estimate!!Total!!Female!!40 to 44 years
35,New Mexico,B01001_038,65534,1411,Estimate!!Total!!Female!!40 to 44 years
36,New York,B01001_038,728259,3865,Estimate!!Total!!Female!!40 to 44 years
37,North Carolina,B01001_038,342613,2860,Estimate!!Total!!Female!!40 to 44 years
38,North Dakota,B01001_038,19953,510,Estimate!!Total!!Female!!40 to 44 years
39,Ohio,B01001_038,402836,3075,Estimate!!Total!!Female!!40 to 44 years
40,Oklahoma,B01001_038,118039,1632,Estimate!!Total!!Female!!40 to 44 years
41,Oregon,B01001_038,122638,1717,Estimate!!Total!!Female!!40 to 44 years
42,Pennsylvania,B01001_038,444977,2783,Estimate!!Total!!Female!!40 to 44 years
44,Rhode Island,B01001_038,39787,997,Estimate!!Total!!Female!!40 to 44 years
45,South Carolina,B01001_038,158164,2297,Estimate!!Total!!Female!!40 to 44 years
46,South Dakota,B01001_038,25174,692,Estimate!!Total!!Female!!40 to 44 years
47,Tennessee,B01001_038,224257,2377,Estimate!!Total!!Female!!40 to 44 years
48,Texas,B01001_038,845566,5638,Estimate!!Total!!Female!!40 to 44 years
49,Utah,B01001_038,72068,1382,Estimate!!Total!!Female!!40 to 44 years
50,Vermont,B01001_038,23473,645,Estimate!!Total!!Female!!40 to 44 years
51,Virginia,B01001_038,299587,2650,Estimate!!Total!!Female!!40 to 44 years
53,Washington,B01001_038,232182,2668,Estimate!!Total!!Female!!40 to 44 years
54,West Virginia,B01001_038,63443,1167,Estimate!!Total!!Female!!40 to 44 years
55,Wisconsin,B01001_038,200249,1523,Estimate!!Total!!Female!!40 to 44 years
56,Wyoming,B01001_038,16882,594,Estimate!!Total!!Female!!40 to 44 years
72,Puerto Rico,B01001_038,134887,1875,Estimate!!Total!!Female!!40 to 44 years
01,Alabama,B01001_039,178775,509,Estimate!!Total!!Female!!45 to 49 years
02,Alaska,B01001_039,26906,281,Estimate!!Total!!Female!!45 to 49 years
04,Arizona,B01001_039,212304,271,Estimate!!Total!!Female!!45 to 49 years
05,Arkansas,B01001_039,103498,509,Estimate!!Total!!Female!!45 to 49 years
06,California,B01001_039,1342390,574,Estimate!!Total!!Female!!45 to 49 years
08,Colorado,B01001_039,187728,419,Estimate!!Total!!Female!!45 to 49 years
09,Connecticut,B01001_039,149826,239,Estimate!!Total!!Female!!45 to 49 years
10,Delaware,B01001_039,34397,112,Estimate!!Total!!Female!!45 to 49 years
11,District of Columbia,B01001_039,19153,49,Estimate!!Total!!Female!!45 to 49 years
12,Florida,B01001_039,702085,800,Estimate!!Total!!Female!!45 to 49 years
13,Georgia,B01001_039,360500,891,Estimate!!Total!!Female!!45 to 49 years
15,Hawaii,B01001_039,48071,89,Estimate!!Total!!Female!!45 to 49 years
16,Idaho,B01001_039,52606,325,Estimate!!Total!!Female!!45 to 49 years
17,Illinois,B01001_039,483506,449,Estimate!!Total!!Female!!45 to 49 years
18,Indiana,B01001_039,242097,552,Estimate!!Total!!Female!!45 to 49 years
19,Iowa,B01001_039,111309,368,Estimate!!Total!!Female!!45 to 49 years
20,Kansas,B01001_039,104450,462,Estimate!!Total!!Female!!45 to 49 years
21,Kentucky,B01001_039,164513,490,Estimate!!Total!!Female!!45 to 49 years
22,Louisiana,B01001_039,166585,491,Estimate!!Total!!Female!!45 to 49 years
23,Maine,B01001_039,55952,237,Estimate!!Total!!Female!!45 to 49 years
24,Maryland,B01001_039,238386,348,Estimate!!Total!!Female!!45 to 49 years
25,Massachusetts,B01001_039,262893,285,Estimate!!Total!!Female!!45 to 49 years
26,Michigan,B01001_039,388703,467,Estimate!!Total!!Female!!45 to 49 years
27,Minnesota,B01001_039,206334,425,Estimate!!Total!!Female!!45 to 49 years
28,Mississippi,B01001_039,108305,514,Estimate!!Total!!Female!!45 to 49 years
29,Missouri,B01001_039,227165,491,Estimate!!Total!!Female!!45 to 49 years
30,Montana,B01001_039,37745,285,Estimate!!Total!!Female!!45 to 49 years
31,Nebraska,B01001_039,65882,250,Estimate!!Total!!Female!!45 to 49 years
32,Nevada,B01001_039,92211,305,Estimate!!Total!!Female!!45 to 49 years
33,New Hampshire,B01001_039,57761,185,Estimate!!Total!!Female!!45 to 49 years
34,New Jersey,B01001_039,359707,283,Estimate!!Total!!Female!!45 to 49 years
35,New Mexico,B01001_039,73685,375,Estimate!!Total!!Female!!45 to 49 years
36,New York,B01001_039,751922,379,Estimate!!Total!!Female!!45 to 49 years
37,North Carolina,B01001_039,351393,711,Estimate!!Total!!Female!!45 to 49 years
38,North Dakota,B01001_039,23968,214,Estimate!!Total!!Female!!45 to 49 years
39,Ohio,B01001_039,447571,646,Estimate!!Total!!Female!!45 to 49 years
40,Oklahoma,B01001_039,133743,524,Estimate!!Total!!Female!!45 to 49 years
41,Oregon,B01001_039,135746,359,Estimate!!Total!!Female!!45 to 49 years
42,Pennsylvania,B01001_039,495240,477,Estimate!!Total!!Female!!45 to 49 years
44,Rhode Island,B01001_039,42447,224,Estimate!!Total!!Female!!45 to 49 years
45,South Carolina,B01001_039,169148,490,Estimate!!Total!!Female!!45 to 49 years
46,South Dakota,B01001_039,29413,255,Estimate!!Total!!Female!!45 to 49 years
47,Tennessee,B01001_039,237608,620,Estimate!!Total!!Female!!45 to 49 years
48,Texas,B01001_039,870266,1000,Estimate!!Total!!Female!!45 to 49 years
49,Utah,B01001_039,77286,274,Estimate!!Total!!Female!!45 to 49 years
50,Vermont,B01001_039,26186,171,Estimate!!Total!!Female!!45 to 49 years
51,Virginia,B01001_039,312463,777,Estimate!!Total!!Female!!45 to 49 years
53,Washington,B01001_039,248707,396,Estimate!!Total!!Female!!45 to 49 years
54,West Virginia,B01001_039,69175,293,Estimate!!Total!!Female!!45 to 49 years
55,Wisconsin,B01001_039,222722,366,Estimate!!Total!!Female!!45 to 49 years
56,Wyoming,B01001_039,20885,288,Estimate!!Total!!Female!!45 to 49 years
72,Puerto Rico,B01001_039,132285,NA,Estimate!!Total!!Female!!45 to 49 years
01,Alabama,B01001_040,174038,554,Estimate!!Total!!Female!!50 to 54 years
02,Alaska,B01001_040,26399,265,Estimate!!Total!!Female!!50 to 54 years
04,Arizona,B01001_040,204648,340,Estimate!!Total!!Female!!50 to 54 years
05,Arkansas,B01001_040,100164,351,Estimate!!Total!!Female!!50 to 54 years
06,California,B01001_040,1250984,454,Estimate!!Total!!Female!!50 to 54 years
08,Colorado,B01001_040,180440,426,Estimate!!Total!!Female!!50 to 54 years
09,Connecticut,B01001_040,138945,224,Estimate!!Total!!Female!!50 to 54 years
10,Delaware,B01001_040,32753,113,Estimate!!Total!!Female!!50 to 54 years
11,District of Columbia,B01001_040,19054,2,Estimate!!Total!!Female!!50 to 54 years
12,Florida,B01001_040,663687,601,Estimate!!Total!!Female!!50 to 54 years
13,Georgia,B01001_040,329370,844,Estimate!!Total!!Female!!50 to 54 years
15,Hawaii,B01001_040,48681,92,Estimate!!Total!!Female!!50 to 54 years
16,Idaho,B01001_040,51907,322,Estimate!!Total!!Female!!50 to 54 years
17,Illinois,B01001_040,460047,394,Estimate!!Total!!Female!!50 to 54 years
18,Indiana,B01001_040,231358,431,Estimate!!Total!!Female!!50 to 54 years
19,Iowa,B01001_040,109035,347,Estimate!!Total!!Female!!50 to 54 years
20,Kansas,B01001_040,100694,358,Estimate!!Total!!Female!!50 to 54 years
21,Kentucky,B01001_040,158493,450,Estimate!!Total!!Female!!50 to 54 years
22,Louisiana,B01001_040,162424,418,Estimate!!Total!!Female!!50 to 54 years
23,Maine,B01001_040,55603,183,Estimate!!Total!!Female!!50 to 54 years
24,Maryland,B01001_040,220845,352,Estimate!!Total!!Female!!50 to 54 years
25,Massachusetts,B01001_040,245086,276,Estimate!!Total!!Female!!50 to 54 years
26,Michigan,B01001_040,381959,422,Estimate!!Total!!Female!!50 to 54 years
27,Minnesota,B01001_040,193185,359,Estimate!!Total!!Female!!50 to 54 years
28,Mississippi,B01001_040,104718,406,Estimate!!Total!!Female!!50 to 54 years
29,Missouri,B01001_040,218584,581,Estimate!!Total!!Female!!50 to 54 years
30,Montana,B01001_040,39307,235,Estimate!!Total!!Female!!50 to 54 years
31,Nebraska,B01001_040,63895,279,Estimate!!Total!!Female!!50 to 54 years
32,Nevada,B01001_040,88285,276,Estimate!!Total!!Female!!50 to 54 years
33,New Hampshire,B01001_040,53945,162,Estimate!!Total!!Female!!50 to 54 years
34,New Jersey,B01001_040,331306,281,Estimate!!Total!!Female!!50 to 54 years
35,New Mexico,B01001_040,74130,335,Estimate!!Total!!Female!!50 to 54 years
36,New York,B01001_040,707820,447,Estimate!!Total!!Female!!50 to 54 years
37,North Carolina,B01001_040,332014,670,Estimate!!Total!!Female!!50 to 54 years
38,North Dakota,B01001_040,24236,184,Estimate!!Total!!Female!!50 to 54 years
39,Ohio,B01001_040,441191,551,Estimate!!Total!!Female!!50 to 54 years
40,Oklahoma,B01001_040,129713,372,Estimate!!Total!!Female!!50 to 54 years
41,Oregon,B01001_040,141484,390,Estimate!!Total!!Female!!50 to 54 years
42,Pennsylvania,B01001_040,486568,443,Estimate!!Total!!Female!!50 to 54 years
44,Rhode Island,B01001_040,40746,216,Estimate!!Total!!Female!!50 to 54 years
45,South Carolina,B01001_040,165084,391,Estimate!!Total!!Female!!50 to 54 years
46,South Dakota,B01001_040,28983,263,Estimate!!Total!!Female!!50 to 54 years
47,Tennessee,B01001_040,229849,500,Estimate!!Total!!Female!!50 to 54 years
48,Texas,B01001_040,806368,859,Estimate!!Total!!Female!!50 to 54 years
49,Utah,B01001_040,73704,268,Estimate!!Total!!Female!!50 to 54 years
50,Vermont,B01001_040,26401,143,Estimate!!Total!!Female!!50 to 54 years
51,Virginia,B01001_040,292674,681,Estimate!!Total!!Female!!50 to 54 years
53,Washington,B01001_040,244774,386,Estimate!!Total!!Female!!50 to 54 years
54,West Virginia,B01001_040,72105,274,Estimate!!Total!!Female!!50 to 54 years
55,Wisconsin,B01001_040,211327,448,Estimate!!Total!!Female!!50 to 54 years
56,Wyoming,B01001_040,21305,210,Estimate!!Total!!Female!!50 to 54 years
72,Puerto Rico,B01001_040,127505,NA,Estimate!!Total!!Female!!50 to 54 years
01,Alabama,B01001_041,157575,1838,Estimate!!Total!!Female!!55 to 59 years
02,Alaska,B01001_041,22410,599,Estimate!!Total!!Female!!55 to 59 years
04,Arizona,B01001_041,188448,1815,Estimate!!Total!!Female!!55 to 59 years
05,Arkansas,B01001_041,90408,1450,Estimate!!Total!!Female!!55 to 59 years
06,California,B01001_041,1077437,5266,Estimate!!Total!!Female!!55 to 59 years
08,Colorado,B01001_041,155086,1431,Estimate!!Total!!Female!!55 to 59 years
09,Connecticut,B01001_041,118050,1434,Estimate!!Total!!Female!!55 to 59 years
10,Delaware,B01001_041,28773,790,Estimate!!Total!!Female!!55 to 59 years
11,District of Columbia,B01001_041,18277,616,Estimate!!Total!!Female!!55 to 59 years
12,Florida,B01001_041,614584,4204,Estimate!!Total!!Female!!55 to 59 years
13,Georgia,B01001_041,285995,2453,Estimate!!Total!!Female!!55 to 59 years
15,Hawaii,B01001_041,44614,953,Estimate!!Total!!Female!!55 to 59 years
16,Idaho,B01001_041,46754,1024,Estimate!!Total!!Female!!55 to 59 years
17,Illinois,B01001_041,402439,2748,Estimate!!Total!!Female!!55 to 59 years
18,Indiana,B01001_041,206476,1662,Estimate!!Total!!Female!!55 to 59 years
19,Iowa,B01001_041,97511,1133,Estimate!!Total!!Female!!55 to 59 years
20,Kansas,B01001_041,87252,1187,Estimate!!Total!!Female!!55 to 59 years
21,Kentucky,B01001_041,143592,1499,Estimate!!Total!!Female!!55 to 59 years
22,Louisiana,B01001_041,142830,1843,Estimate!!Total!!Female!!55 to 59 years
23,Maine,B01001_041,49989,904,Estimate!!Total!!Female!!55 to 59 years
24,Maryland,B01001_041,190969,2024,Estimate!!Total!!Female!!55 to 59 years
25,Massachusetts,B01001_041,214905,2108,Estimate!!Total!!Female!!55 to 59 years
26,Michigan,B01001_041,336568,2333,Estimate!!Total!!Female!!55 to 59 years
27,Minnesota,B01001_041,166067,1344,Estimate!!Total!!Female!!55 to 59 years
28,Mississippi,B01001_041,94725,1278,Estimate!!Total!!Female!!55 to 59 years
29,Missouri,B01001_041,193537,1843,Estimate!!Total!!Female!!55 to 59 years
30,Montana,B01001_041,36006,825,Estimate!!Total!!Female!!55 to 59 years
31,Nebraska,B01001_041,56773,865,Estimate!!Total!!Female!!55 to 59 years
32,Nevada,B01001_041,80257,1345,Estimate!!Total!!Female!!55 to 59 years
33,New Hampshire,B01001_041,45836,958,Estimate!!Total!!Female!!55 to 59 years
34,New Jersey,B01001_041,282217,2409,Estimate!!Total!!Female!!55 to 59 years
35,New Mexico,B01001_041,67494,1069,Estimate!!Total!!Female!!55 to 59 years
36,New York,B01001_041,630194,3544,Estimate!!Total!!Female!!55 to 59 years
37,North Carolina,B01001_041,299149,2477,Estimate!!Total!!Female!!55 to 59 years
38,North Dakota,B01001_041,20578,508,Estimate!!Total!!Female!!55 to 59 years
39,Ohio,B01001_041,387735,2541,Estimate!!Total!!Female!!55 to 59 years
40,Oklahoma,B01001_041,117700,1337,Estimate!!Total!!Female!!55 to 59 years
41,Oregon,B01001_041,135756,1386,Estimate!!Total!!Female!!55 to 59 years
42,Pennsylvania,B01001_041,430892,3098,Estimate!!Total!!Female!!55 to 59 years
44,Rhode Island,B01001_041,34873,823,Estimate!!Total!!Female!!55 to 59 years
45,South Carolina,B01001_041,154212,1720,Estimate!!Total!!Female!!55 to 59 years
46,South Dakota,B01001_041,25515,568,Estimate!!Total!!Female!!55 to 59 years
47,Tennessee,B01001_041,206224,1836,Estimate!!Total!!Female!!55 to 59 years
48,Texas,B01001_041,685131,3424,Estimate!!Total!!Female!!55 to 59 years
49,Utah,B01001_041,63078,923,Estimate!!Total!!Female!!55 to 59 years
50,Vermont,B01001_041,23657,537,Estimate!!Total!!Female!!55 to 59 years
51,Virginia,B01001_041,253529,1906,Estimate!!Total!!Female!!55 to 59 years
53,Washington,B01001_041,220084,2117,Estimate!!Total!!Female!!55 to 59 years
54,West Virginia,B01001_041,69026,1230,Estimate!!Total!!Female!!55 to 59 years
55,Wisconsin,B01001_041,184419,1393,Estimate!!Total!!Female!!55 to 59 years
56,Wyoming,B01001_041,18701,590,Estimate!!Total!!Female!!55 to 59 years
72,Puerto Rico,B01001_041,117857,1367,Estimate!!Total!!Female!!55 to 59 years
01,Alabama,B01001_042,57891,1414,Estimate!!Total!!Female!!60 and 61 years
02,Alaska,B01001_042,6812,468,Estimate!!Total!!Female!!60 and 61 years
04,Arizona,B01001_042,71845,1725,Estimate!!Total!!Female!!60 and 61 years
05,Arkansas,B01001_042,35821,1148,Estimate!!Total!!Female!!60 and 61 years
06,California,B01001_042,381558,3858,Estimate!!Total!!Female!!60 and 61 years
08,Colorado,B01001_042,54390,1311,Estimate!!Total!!Female!!60 and 61 years
09,Connecticut,B01001_042,43502,1210,Estimate!!Total!!Female!!60 and 61 years
10,Delaware,B01001_042,11077,609,Estimate!!Total!!Female!!60 and 61 years
11,District of Columbia,B01001_042,6735,475,Estimate!!Total!!Female!!60 and 61 years
12,Florida,B01001_042,238017,3103,Estimate!!Total!!Female!!60 and 61 years
13,Georgia,B01001_042,102944,1869,Estimate!!Total!!Female!!60 and 61 years
15,Hawaii,B01001_042,16670,827,Estimate!!Total!!Female!!60 and 61 years
16,Idaho,B01001_042,17219,745,Estimate!!Total!!Female!!60 and 61 years
17,Illinois,B01001_042,139173,2321,Estimate!!Total!!Female!!60 and 61 years
18,Indiana,B01001_042,72641,1219,Estimate!!Total!!Female!!60 and 61 years
19,Iowa,B01001_042,34408,799,Estimate!!Total!!Female!!60 and 61 years
20,Kansas,B01001_042,30552,899,Estimate!!Total!!Female!!60 and 61 years
21,Kentucky,B01001_042,52068,1116,Estimate!!Total!!Female!!60 and 61 years
22,Louisiana,B01001_042,51101,1262,Estimate!!Total!!Female!!60 and 61 years
23,Maine,B01001_042,17895,644,Estimate!!Total!!Female!!60 and 61 years
24,Maryland,B01001_042,70496,1716,Estimate!!Total!!Female!!60 and 61 years
25,Massachusetts,B01001_042,79128,1534,Estimate!!Total!!Female!!60 and 61 years
26,Michigan,B01001_042,118632,1994,Estimate!!Total!!Female!!60 and 61 years
27,Minnesota,B01001_042,56759,1119,Estimate!!Total!!Female!!60 and 61 years
28,Mississippi,B01001_042,32537,1099,Estimate!!Total!!Female!!60 and 61 years
29,Missouri,B01001_042,68805,1505,Estimate!!Total!!Female!!60 and 61 years
30,Montana,B01001_042,12144,668,Estimate!!Total!!Female!!60 and 61 years
31,Nebraska,B01001_042,19271,525,Estimate!!Total!!Female!!60 and 61 years
32,Nevada,B01001_042,31403,1075,Estimate!!Total!!Female!!60 and 61 years
33,New Hampshire,B01001_042,16822,734,Estimate!!Total!!Female!!60 and 61 years
34,New Jersey,B01001_042,103756,1823,Estimate!!Total!!Female!!60 and 61 years
35,New Mexico,B01001_042,25191,860,Estimate!!Total!!Female!!60 and 61 years
36,New York,B01001_042,231250,2767,Estimate!!Total!!Female!!60 and 61 years
37,North Carolina,B01001_042,115156,1650,Estimate!!Total!!Female!!60 and 61 years
38,North Dakota,B01001_042,6926,417,Estimate!!Total!!Female!!60 and 61 years
39,Ohio,B01001_042,141140,2210,Estimate!!Total!!Female!!60 and 61 years
40,Oklahoma,B01001_042,42401,1057,Estimate!!Total!!Female!!60 and 61 years
41,Oregon,B01001_042,47931,1052,Estimate!!Total!!Female!!60 and 61 years
42,Pennsylvania,B01001_042,154233,2034,Estimate!!Total!!Female!!60 and 61 years
44,Rhode Island,B01001_042,12729,631,Estimate!!Total!!Female!!60 and 61 years
45,South Carolina,B01001_042,58470,1373,Estimate!!Total!!Female!!60 and 61 years
46,South Dakota,B01001_042,8120,417,Estimate!!Total!!Female!!60 and 61 years
47,Tennessee,B01001_042,77678,1556,Estimate!!Total!!Female!!60 and 61 years
48,Texas,B01001_042,242693,2713,Estimate!!Total!!Female!!60 and 61 years
49,Utah,B01001_042,21755,680,Estimate!!Total!!Female!!60 and 61 years
50,Vermont,B01001_042,7850,444,Estimate!!Total!!Female!!60 and 61 years
51,Virginia,B01001_042,96169,1646,Estimate!!Total!!Female!!60 and 61 years
53,Washington,B01001_042,78486,1767,Estimate!!Total!!Female!!60 and 61 years
54,West Virginia,B01001_042,25546,1000,Estimate!!Total!!Female!!60 and 61 years
55,Wisconsin,B01001_042,62339,1015,Estimate!!Total!!Female!!60 and 61 years
56,Wyoming,B01001_042,6579,521,Estimate!!Total!!Female!!60 and 61 years
72,Puerto Rico,B01001_042,48578,1088,Estimate!!Total!!Female!!60 and 61 years
01,Alabama,B01001_043,75343,1777,Estimate!!Total!!Female!!62 to 64 years
02,Alaska,B01001_043,7857,467,Estimate!!Total!!Female!!62 to 64 years
04,Arizona,B01001_043,97110,1813,Estimate!!Total!!Female!!62 to 64 years
05,Arkansas,B01001_043,47676,1284,Estimate!!Total!!Female!!62 to 64 years
06,California,B01001_043,489451,4558,Estimate!!Total!!Female!!62 to 64 years
08,Colorado,B01001_043,69368,1387,Estimate!!Total!!Female!!62 to 64 years
09,Connecticut,B01001_043,56154,1233,Estimate!!Total!!Female!!62 to 64 years
10,Delaware,B01001_043,15572,650,Estimate!!Total!!Female!!62 to 64 years
11,District of Columbia,B01001_043,8596,492,Estimate!!Total!!Female!!62 to 64 years
12,Florida,B01001_043,323181,3329,Estimate!!Total!!Female!!62 to 64 years
13,Georgia,B01001_043,135970,2089,Estimate!!Total!!Female!!62 to 64 years
15,Hawaii,B01001_043,21913,855,Estimate!!Total!!Female!!62 to 64 years
16,Idaho,B01001_043,20762,723,Estimate!!Total!!Female!!62 to 64 years
17,Illinois,B01001_043,177447,2165,Estimate!!Total!!Female!!62 to 64 years
18,Indiana,B01001_043,93401,1584,Estimate!!Total!!Female!!62 to 64 years
19,Iowa,B01001_043,44179,942,Estimate!!Total!!Female!!62 to 64 years
20,Kansas,B01001_043,39197,887,Estimate!!Total!!Female!!62 to 64 years
21,Kentucky,B01001_043,67502,1357,Estimate!!Total!!Female!!62 to 64 years
22,Louisiana,B01001_043,65571,1423,Estimate!!Total!!Female!!62 to 64 years
23,Maine,B01001_043,23898,730,Estimate!!Total!!Female!!62 to 64 years
24,Maryland,B01001_043,84601,1450,Estimate!!Total!!Female!!62 to 64 years
25,Massachusetts,B01001_043,100556,1897,Estimate!!Total!!Female!!62 to 64 years
26,Michigan,B01001_043,151824,1877,Estimate!!Total!!Female!!62 to 64 years
27,Minnesota,B01001_043,72991,1110,Estimate!!Total!!Female!!62 to 64 years
28,Mississippi,B01001_043,44244,1163,Estimate!!Total!!Female!!62 to 64 years
29,Missouri,B01001_043,92459,1429,Estimate!!Total!!Female!!62 to 64 years
30,Montana,B01001_043,15655,727,Estimate!!Total!!Female!!62 to 64 years
31,Nebraska,B01001_043,24756,775,Estimate!!Total!!Female!!62 to 64 years
32,Nevada,B01001_043,40405,1225,Estimate!!Total!!Female!!62 to 64 years
33,New Hampshire,B01001_043,21575,712,Estimate!!Total!!Female!!62 to 64 years
34,New Jersey,B01001_043,134262,2012,Estimate!!Total!!Female!!62 to 64 years
35,New Mexico,B01001_043,31596,987,Estimate!!Total!!Female!!62 to 64 years
36,New York,B01001_043,295017,2591,Estimate!!Total!!Female!!62 to 64 years
37,North Carolina,B01001_043,146423,2061,Estimate!!Total!!Female!!62 to 64 years
38,North Dakota,B01001_043,9258,495,Estimate!!Total!!Female!!62 to 64 years
39,Ohio,B01001_043,175698,2104,Estimate!!Total!!Female!!62 to 64 years
40,Oklahoma,B01001_043,55850,1174,Estimate!!Total!!Female!!62 to 64 years
41,Oregon,B01001_043,60016,1225,Estimate!!Total!!Female!!62 to 64 years
42,Pennsylvania,B01001_043,201760,2428,Estimate!!Total!!Female!!62 to 64 years
44,Rhode Island,B01001_043,16307,752,Estimate!!Total!!Female!!62 to 64 years
45,South Carolina,B01001_043,76333,1632,Estimate!!Total!!Female!!62 to 64 years
46,South Dakota,B01001_043,10989,489,Estimate!!Total!!Female!!62 to 64 years
47,Tennessee,B01001_043,101282,1823,Estimate!!Total!!Female!!62 to 64 years
48,Texas,B01001_043,312947,2728,Estimate!!Total!!Female!!62 to 64 years
49,Utah,B01001_043,27969,911,Estimate!!Total!!Female!!62 to 64 years
50,Vermont,B01001_043,10940,424,Estimate!!Total!!Female!!62 to 64 years
51,Virginia,B01001_043,117915,1865,Estimate!!Total!!Female!!62 to 64 years
53,Washington,B01001_043,98891,2183,Estimate!!Total!!Female!!62 to 64 years
54,West Virginia,B01001_043,31942,896,Estimate!!Total!!Female!!62 to 64 years
55,Wisconsin,B01001_043,81020,1179,Estimate!!Total!!Female!!62 to 64 years
56,Wyoming,B01001_043,7847,491,Estimate!!Total!!Female!!62 to 64 years
72,Puerto Rico,B01001_043,67112,1275,Estimate!!Total!!Female!!62 to 64 years
01,Alabama,B01001_044,44496,1183,Estimate!!Total!!Female!!65 and 66 years
02,Alaska,B01001_044,4271,346,Estimate!!Total!!Female!!65 and 66 years
04,Arizona,B01001_044,59096,1401,Estimate!!Total!!Female!!65 and 66 years
05,Arkansas,B01001_044,27573,893,Estimate!!Total!!Female!!65 and 66 years
06,California,B01001_044,281295,2911,Estimate!!Total!!Female!!65 and 66 years
08,Colorado,B01001_044,36698,1004,Estimate!!Total!!Female!!65 and 66 years
09,Connecticut,B01001_044,32597,824,Estimate!!Total!!Female!!65 and 66 years
10,Delaware,B01001_044,8872,407,Estimate!!Total!!Female!!65 and 66 years
11,District of Columbia,B01001_044,4755,409,Estimate!!Total!!Female!!65 and 66 years
12,Florida,B01001_044,202328,2828,Estimate!!Total!!Female!!65 and 66 years
13,Georgia,B01001_044,77741,1692,Estimate!!Total!!Female!!65 and 66 years
15,Hawaii,B01001_044,11869,584,Estimate!!Total!!Female!!65 and 66 years
16,Idaho,B01001_044,12864,642,Estimate!!Total!!Female!!65 and 66 years
17,Illinois,B01001_044,106826,1726,Estimate!!Total!!Female!!65 and 66 years
18,Indiana,B01001_044,55812,1269,Estimate!!Total!!Female!!65 and 66 years
19,Iowa,B01001_044,27048,776,Estimate!!Total!!Female!!65 and 66 years
20,Kansas,B01001_044,22909,776,Estimate!!Total!!Female!!65 and 66 years
21,Kentucky,B01001_044,39389,1221,Estimate!!Total!!Female!!65 and 66 years
22,Louisiana,B01001_044,39066,1044,Estimate!!Total!!Female!!65 and 66 years
23,Maine,B01001_044,13372,551,Estimate!!Total!!Female!!65 and 66 years
24,Maryland,B01001_044,49243,1301,Estimate!!Total!!Female!!65 and 66 years
25,Massachusetts,B01001_044,57181,1304,Estimate!!Total!!Female!!65 and 66 years
26,Michigan,B01001_044,87824,1417,Estimate!!Total!!Female!!65 and 66 years
27,Minnesota,B01001_044,42648,990,Estimate!!Total!!Female!!65 and 66 years
28,Mississippi,B01001_044,27117,936,Estimate!!Total!!Female!!65 and 66 years
29,Missouri,B01001_044,55181,1169,Estimate!!Total!!Female!!65 and 66 years
30,Montana,B01001_044,9657,402,Estimate!!Total!!Female!!65 and 66 years
31,Nebraska,B01001_044,14405,544,Estimate!!Total!!Female!!65 and 66 years
32,Nevada,B01001_044,24159,931,Estimate!!Total!!Female!!65 and 66 years
33,New Hampshire,B01001_044,12123,545,Estimate!!Total!!Female!!65 and 66 years
34,New Jersey,B01001_044,78105,1541,Estimate!!Total!!Female!!65 and 66 years
35,New Mexico,B01001_044,17968,757,Estimate!!Total!!Female!!65 and 66 years
36,New York,B01001_044,174669,2463,Estimate!!Total!!Female!!65 and 66 years
37,North Carolina,B01001_044,86198,1674,Estimate!!Total!!Female!!65 and 66 years
38,North Dakota,B01001_044,5391,329,Estimate!!Total!!Female!!65 and 66 years
39,Ohio,B01001_044,104351,1699,Estimate!!Total!!Female!!65 and 66 years
40,Oklahoma,B01001_044,34226,1014,Estimate!!Total!!Female!!65 and 66 years
41,Oregon,B01001_044,35752,1008,Estimate!!Total!!Female!!65 and 66 years
42,Pennsylvania,B01001_044,121476,1984,Estimate!!Total!!Female!!65 and 66 years
44,Rhode Island,B01001_044,9248,613,Estimate!!Total!!Female!!65 and 66 years
45,South Carolina,B01001_044,45292,1319,Estimate!!Total!!Female!!65 and 66 years
46,South Dakota,B01001_044,6532,391,Estimate!!Total!!Female!!65 and 66 years
47,Tennessee,B01001_044,59834,1323,Estimate!!Total!!Female!!65 and 66 years
48,Texas,B01001_044,179306,2074,Estimate!!Total!!Female!!65 and 66 years
49,Utah,B01001_044,16501,633,Estimate!!Total!!Female!!65 and 66 years
